MUL ID|Chassis|Model|Source|Combined|Tech Base|Unit Type|Movement Type|Weight|Intro Date|Prototype|Production|Common|Extinct|Omni|Role|BV|Cost|Rules|Engine Name|Internal Structure|Myomer|Cockpit Type|Gyro Type|Armor Types|Equipment|Tech Rating|Unit Quirks|Weapon Quirks|Manufacturer|Factory|Targeting|Comms|Armor|JJ|Engine|Chassis_1|Fluff Date|Capabilities|Overview|History|Deployment|Notes|File Location|File Modified
9026|Rogue Bear Heavy Battle Armor|HR(Sqd6)|XTR:Clans|Rogue Bear Heavy Battle Armor HR(Sqd6)|Mixed Clan|Battlearmor|Jump Infantry|6.0|3078|-|-|3078+|-|false|Ambusher|432|5754480|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Stealth (Basic),|BAPartialWing,BAAPMount,InfantryAssaultRifle,BABattleClaw,CLBAMG,Camo System,Clan BA Stealth (Basic),BAJumpJet|E/X-X-F-E|Prototype;Non-Standard Parts||BA Facility Gamma|Mannedorf|Unknown Unknown|Unknown Unknown|Unknown Unknown|Unknown Unknown|Unknown Unknown|Unknown Unknown|2026-03-15 18:47:47|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Clans/Rogue Bear Heavy BA HR (Sqd6).blk|2026-06-13
5170|Sylph Battle Armor|XR(Sqd4)|XTR:Clans|Sylph Battle Armor XR(Sqd4)|Clan|Battlearmor|Foot Infantry|4.0|3077|-|3077-3084|3085+|-|false|Scout|195|3046000|3|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Standard (Basic),|BABasicManipulator,CLBAMyomerBooster,CLBALightMG,BASearchlight|F/X-X-F-E|Prototype;Hard to Pilot||Refit - CSR Battle Armor Facility Alpha|Ramora|Unknown Unknown|Unknown Unknown|Unknown Unknown|--|Unknown Unknown|Unknown Unknown|2026-03-15 18:47:47|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Clans/Sylph XR (Sqd4).blk|2026-06-13
8617|Elemental II Battle Armor|X(Sqd5)|XTR:Clans|Elemental II Battle Armor X(Sqd5)|Clan|Battlearmor|Jump Infantry|5.0|3076|-|3076-3084|3085+|-|false|Ambusher|310|5100400|4|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Standard (Basic),|ISDetachableWeaponPack,CLBAMicroPulseLaser,BAAPMount,InfantryAssaultRifle,CLBAMyomerBooster,CLBALightMG,BABattleClaw,BAJumpJet|F/X-X-F-E|Bad Reputation (Clan);Prototype;Easy to Maintain||Refit - Transitional Facility A-4|Various|Unknown Unknown|Unknown Unknown|Unknown Unknown|Unknown Unknown|Unknown Unknown|Unknown Unknown|2026-03-13 20:44:32|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Clans/Elemental II BA X (Sqd5).blk|2026-06-13
8662|Rogue Bear Heavy Battle Armor|HR(Sqd5)|XTR:Clans|Rogue Bear Heavy Battle Armor HR(Sqd5)|Mixed Clan|Battlearmor|Jump Infantry|5.0|3078|-|-|3078+|-|false|Ambusher|336|4795400|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Stealth (Basic),|BAPartialWing,BAAPMount,InfantryAssaultRifle,BABattleClaw,CLBAMG,Camo System,Clan BA Stealth (Basic),BAJumpJet|E/X-X-F-E|Prototype;Non-Standard Parts||BA Facility Gamma|Mannedorf|Unknown Unknown|Unknown Unknown|Unknown Unknown|Unknown Unknown|Unknown Unknown|Unknown Unknown|2026-03-15 18:47:47|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Clans/Rogue Bear Heavy BA HR (Sqd5).blk|2026-06-13
8981|Elemental II Battle Armor|X(Sqd6)|XTR:Clans|Elemental II Battle Armor X(Sqd6)|Clan|Battlearmor|Jump Infantry|6.0|3076|-|3076-3084|3085+|-|false|Ambusher|399|6120480|4|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Standard (Basic),|ISDetachableWeaponPack,CLBAMicroPulseLaser,BAAPMount,InfantryAssaultRifle,CLBAMyomerBooster,CLBALightMG,BABattleClaw,BAJumpJet|F/X-X-F-E|Bad Reputation (Clan);Prototype;Easy to Maintain||Refit - Transitional Facility A-4|Various|Unknown Unknown|Unknown Unknown|Unknown Unknown|Unknown Unknown|Unknown Unknown|Unknown Unknown|2026-03-13 20:44:32|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Clans/Elemental II BA X (Sqd6).blk|2026-06-13
9071|Kobold Battle Armor|X-C3(Sqd6)|XTR:Comstar|Kobold Battle Armor X-C3(Sqd6)|Inner Sphere|Battlearmor|Jump Infantry|6.0|3076|3076-3089|3090+|-|-|false|Ambusher|149|3168480|4|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Stealth (Basic),|BAArmoredGlove,InfantryAssaultRifle,ISBC3i,IS BA Stealth (Basic),BAJumpJet|E/X-X-E-E|Improved Communications;Prototype;Bad Reputation (Inner Sphere)||Refit - ComStar|Unknown|Unknown Unknown|Unknown Unknown|Unknown Unknown|Unknown Unknown|Unknown Unknown|Unknown Unknown|2026-03-15 18:47:47|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Comstar/Kobold X-C3 (Sqd6).blk|2026-06-13
8706|Tornado PA(L)|P17 'Hurricane'(Sqd5)|XTR:Comstar|Tornado PA(L) P17 'Hurricane'(Sqd5)|Mixed Inner Sphere|Battlearmor|Foot Infantry|5.0|3067|3067-3068|3069-3076|3077+|-|false|Ambusher|285|1445400|4|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Stealth (Basic),|CLBAAPGaussRifle,BAArmoredGlove,InfantryAssaultRifle,Clan BA Stealth (Basic)|F/X-X-F-E|Prototype;Non-Standard Parts;Difficult to Maintain||Refit - Comstar|Unknown|Unknown Unknown|Unknown Unknown|Unknown Unknown|--|Unknown Unknown|Unknown Unknown|2026-03-16 21:37:26|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Comstar/Tornado PA(L) P17 Hurricane (Sqd5).blk|2026-06-13
5560|Tornado PA(L)|P17 'Hurricane'(Sqd4)|XTR:Comstar|Tornado PA(L) P17 'Hurricane'(Sqd4)|Mixed Inner Sphere|Battlearmor|Foot Infantry|4.0|3067|3067-3068|3069-3076|3077+|-|false|Ambusher|212|1156320|4|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Stealth (Basic),|CLBAAPGaussRifle,BAArmoredGlove,InfantryAssaultRifle,Clan BA Stealth (Basic)|F/X-X-F-E|Prototype;Non-Standard Parts;Difficult to Maintain||Refit - Comstar|Unknown|Unknown Unknown|Unknown Unknown|Unknown Unknown|--|Unknown Unknown|Unknown Unknown|2026-03-16 21:37:26|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Comstar/Tornado PA(L) P17 Hurricane (Sqd4).blk|2026-06-13
8707|Kobold Battle Armor|X-C3(Sqd5)|XTR:Comstar|Kobold Battle Armor X-C3(Sqd5)|Inner Sphere|Battlearmor|Jump Infantry|5.0|3076|3076-3089|3090+|-|-|false|Ambusher|116|2640400|4|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Stealth (Basic),|BAArmoredGlove,InfantryAssaultRifle,ISBC3i,IS BA Stealth (Basic),BAJumpJet|E/X-X-E-E|Improved Communications;Prototype;Bad Reputation (Inner Sphere)||Refit - ComStar|Unknown|Unknown Unknown|Unknown Unknown|Unknown Unknown|Unknown Unknown|Unknown Unknown|Unknown Unknown|2026-03-15 18:47:47|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Comstar/Kobold X-C3 (Sqd5).blk|2026-06-13
9070|Tornado PA(L)|P17 'Hurricane'(Sqd6)|XTR:Comstar|Tornado PA(L) P17 'Hurricane'(Sqd6)|Mixed Inner Sphere|Battlearmor|Foot Infantry|6.0|3067|3067-3068|3069-3076|3077+|-|false|Ambusher|367|1734480|4|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Stealth (Basic),|CLBAAPGaussRifle,BAArmoredGlove,InfantryAssaultRifle,Clan BA Stealth (Basic)|F/X-X-F-E|Prototype;Non-Standard Parts;Difficult to Maintain||Refit - Comstar|Unknown|Unknown Unknown|Unknown Unknown|Unknown Unknown|--|Unknown Unknown|Unknown Unknown|2026-03-16 21:37:26|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Comstar/Tornado PA(L) P17 Hurricane (Sqd6).blk|2026-06-13
5561|Kobold Battle Armor|X-C3(Sqd4)|XTR:Comstar|Kobold Battle Armor X-C3(Sqd4)|Inner Sphere|Battlearmor|Jump Infantry|4.0|3076|3076-3089|3090+|-|-|false|Ambusher|86|2112320|4|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Stealth (Basic),|BAArmoredGlove,InfantryAssaultRifle,ISBC3i,IS BA Stealth (Basic),BAJumpJet|E/X-X-E-E|Improved Communications;Prototype;Bad Reputation (Inner Sphere)||Refit - ComStar|Unknown|Unknown Unknown|Unknown Unknown|Unknown Unknown|Unknown Unknown|Unknown Unknown|Unknown Unknown|2026-03-15 18:47:47|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Comstar/Kobold X-C3 (Sqd4).blk|2026-06-13
9189|Tortoise II|(SRM)(Sqd6)|XTR:RotS 2|Tortoise II (SRM)(Sqd6)|Mixed Inner Sphere|Battlearmor|Foot Infantry|6.0|3134|-|-|3134+|-|false|Ambusher|1365|5838000|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Stealth (Improved),|IS BA Stealth (Improved),BACLERMediumPulseLaser,ISDetachableWeaponPack,CLBASRM6|F/X-X-X-F|Prototype;Hard to Pilot;Difficult to Maintain||StarCorps Industries|Terra|Unknown Unknown|Unknown Unknown|Unknown Unknown|--|Unknown Unknown|Unknown Unknown|2026-03-15 18:47:47|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Republic II/Tortoise II (SRM) (Sqd6).blk|2026-06-13
8823|Thunderbird II Battle Armor|(Sqd5)|XTR:RotS 2|Thunderbird II Battle Armor (Sqd5)|Mixed Clan|Battlearmor|Foot Infantry|5.0|3133|-|3133+|-|-|false|Ambusher|464|5220000|3|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Laser Reflective (Reflec/Glazed),|Clan BA Laser Reflective (Reflec/Glazed),BABasicManipulator,Battle Armor LB-X AC,CLBAAPGaussRifle,BattleArmorC3,ISDetachableWeaponPack|F/X-X-X-E|||Wayne Station|Shitara|Unknown Unknown|Unknown Unknown|Unknown Unknown|--|Unknown Unknown|Unknown Unknown|2026-03-15 18:47:47|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Republic II/Thunderbird II BA (Sqd5).blk|2026-06-13
7362|Tortoise II|(aSRM)(Sqd4)|XTR:RotS 2|Tortoise II (aSRM)(Sqd4)|Mixed Inner Sphere|Battlearmor|Foot Infantry|4.0|3134|-|-|3134+|-|false|Ambusher|742|3952000|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Stealth (Improved),|IS BA Stealth (Improved),BACLERMediumPulseLaser,CLAdvancedSRM3,ISDetachableWeaponPack|F/X-X-X-F|Prototype;Hard to Pilot;Difficult to Maintain||StarCorps Industries|Terra|Unknown Unknown|Unknown Unknown|Unknown Unknown|--|Unknown Unknown|Unknown Unknown|2026-03-15 18:47:47|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Republic II/Tortoise II (aSRM) (Sqd4).blk|2026-06-13
9187|Tortoise II|(C3)(Sqd6)|XTR:RotS 2|Tortoise II (C3)(Sqd6)|Mixed Inner Sphere|Battlearmor|Foot Infantry|6.0|3134|-|3134+|-|-|false|Ambusher|1071|6093000|3|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Stealth (Improved),|IS BA Stealth (Improved),BACLERMediumPulseLaser,ISDetachableWeaponPack,CLBALightMG,BattleArmorC3|F/X-X-X-F|Prototype;Hard to Pilot;Difficult to Maintain||StarCorps Industries|Terra|Unknown Unknown|Unknown Unknown|Unknown Unknown|--|Unknown Unknown|Unknown Unknown|2026-03-15 18:47:47|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Republic II/Tortoise II (C3) (Sqd6).blk|2026-06-13
9186|Thunderbird II Battle Armor|(Sqd6)|XTR:RotS 2|Thunderbird II Battle Armor (Sqd6)|Mixed Clan|Battlearmor|Foot Infantry|6.0|3133|-|3133+|-|-|false|Ambusher|596|6264000|3|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Laser Reflective (Reflec/Glazed),|Clan BA Laser Reflective (Reflec/Glazed),BABasicManipulator,Battle Armor LB-X AC,CLBAAPGaussRifle,BattleArmorC3,ISDetachableWeaponPack|F/X-X-X-E|||Wayne Station|Shitara|Unknown Unknown|Unknown Unknown|Unknown Unknown|--|Unknown Unknown|Unknown Unknown|2026-03-15 18:47:47|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Republic II/Thunderbird II BA (Sqd6).blk|2026-06-13
8824|Tortoise II|(C3)(Sqd5)|XTR:RotS 2|Tortoise II (C3)(Sqd5)|Mixed Inner Sphere|Battlearmor|Foot Infantry|5.0|3134|-|3134+|-|-|false|Ambusher|833|5077500|3|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Stealth (Improved),|IS BA Stealth (Improved),BACLERMediumPulseLaser,ISDetachableWeaponPack,CLBALightMG,BattleArmorC3|F/X-X-X-F|Prototype;Hard to Pilot;Difficult to Maintain||StarCorps Industries|Terra|Unknown Unknown|Unknown Unknown|Unknown Unknown|--|Unknown Unknown|Unknown Unknown|2026-03-15 18:47:47|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Republic II/Tortoise II (C3) (Sqd5).blk|2026-06-13
9188|Tortoise II|(LRM)(Sqd6)|XTR:RotS 2|Tortoise II (LRM)(Sqd6)|Mixed Inner Sphere|Battlearmor|Foot Infantry|6.0|3134|-|-|3134+|-|false|Ambusher|1289|5802000|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Stealth (Improved),|IS BA Stealth (Improved),BACLERMediumPulseLaser,ISDetachableWeaponPack,CLBALRM4|F/X-X-X-F|Prototype;Hard to Pilot;Difficult to Maintain||StarCorps Industries|Terra|Unknown Unknown|Unknown Unknown|Unknown Unknown|--|Unknown Unknown|Unknown Unknown|2026-03-15 18:47:47|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Republic II/Tortoise II (LRM) (Sqd6).blk|2026-06-13
8825|Tortoise II|(LRM)(Sqd5)|XTR:RotS 2|Tortoise II (LRM)(Sqd5)|Mixed Inner Sphere|Battlearmor|Foot Infantry|5.0|3134|-|-|3134+|-|false|Ambusher|1003|4835000|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Stealth (Improved),|IS BA Stealth (Improved),BACLERMediumPulseLaser,ISDetachableWeaponPack,CLBALRM4|F/X-X-X-F|Prototype;Hard to Pilot;Difficult to Maintain||StarCorps Industries|Terra|Unknown Unknown|Unknown Unknown|Unknown Unknown|--|Unknown Unknown|Unknown Unknown|2026-03-15 18:47:47|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Republic II/Tortoise II (LRM) (Sqd5).blk|2026-06-13
8826|Tortoise II|(SRM)(Sqd5)|XTR:RotS 2|Tortoise II (SRM)(Sqd5)|Mixed Inner Sphere|Battlearmor|Foot Infantry|5.0|3134|-|-|3134+|-|false|Ambusher|1061|4865000|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Stealth (Improved),|IS BA Stealth (Improved),BACLERMediumPulseLaser,ISDetachableWeaponPack,CLBASRM6|F/X-X-X-F|Prototype;Hard to Pilot;Difficult to Maintain||StarCorps Industries|Terra|Unknown Unknown|Unknown Unknown|Unknown Unknown|--|Unknown Unknown|Unknown Unknown|2026-03-15 18:47:47|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Republic II/Tortoise II (SRM) (Sqd5).blk|2026-06-13
7361|Tortoise II|(SRM)(Sqd4)|XTR:RotS 2|Tortoise II (SRM)(Sqd4)|Mixed Inner Sphere|Battlearmor|Foot Infantry|4.0|3134|-|-|3134+|-|false|Ambusher|788|3892000|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Stealth (Improved),|IS BA Stealth (Improved),BACLERMediumPulseLaser,ISDetachableWeaponPack,CLBASRM6|F/X-X-X-F|Prototype;Hard to Pilot;Difficult to Maintain||StarCorps Industries|Terra|Unknown Unknown|Unknown Unknown|Unknown Unknown|--|Unknown Unknown|Unknown Unknown|2026-03-15 18:47:47|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Republic II/Tortoise II (SRM) (Sqd4).blk|2026-06-13
7360|Tortoise II|(LRM)(Sqd4)|XTR:RotS 2|Tortoise II (LRM)(Sqd4)|Mixed Inner Sphere|Battlearmor|Foot Infantry|4.0|3134|-|-|3134+|-|false|Ambusher|745|3868000|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Stealth (Improved),|IS BA Stealth (Improved),BACLERMediumPulseLaser,ISDetachableWeaponPack,CLBALRM4|F/X-X-X-F|Prototype;Hard to Pilot;Difficult to Maintain||StarCorps Industries|Terra|Unknown Unknown|Unknown Unknown|Unknown Unknown|--|Unknown Unknown|Unknown Unknown|2026-03-15 18:47:47|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Republic II/Tortoise II (LRM) (Sqd4).blk|2026-06-13
7357|Thunderbird II Battle Armor|(Sqd4)|XTR:RotS 2|Thunderbird II Battle Armor (Sqd4)|Mixed Clan|Battlearmor|Foot Infantry|4.0|3133|-|3133+|-|-|false|Ambusher|345|4176000|3|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Laser Reflective (Reflec/Glazed),|Clan BA Laser Reflective (Reflec/Glazed),BABasicManipulator,Battle Armor LB-X AC,CLBAAPGaussRifle,BattleArmorC3,ISDetachableWeaponPack|F/X-X-X-E|||Wayne Station|Shitara|Unknown Unknown|Unknown Unknown|Unknown Unknown|--|Unknown Unknown|Unknown Unknown|2026-03-15 18:47:47|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Republic II/Thunderbird II BA (Sqd4).blk|2026-06-13
7359|Tortoise II|(C3)(Sqd4)|XTR:RotS 2|Tortoise II (C3)(Sqd4)|Mixed Inner Sphere|Battlearmor|Foot Infantry|4.0|3134|-|3134+|-|-|false|Ambusher|619|4062000|3|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Stealth (Improved),|IS BA Stealth (Improved),BACLERMediumPulseLaser,ISDetachableWeaponPack,CLBALightMG,BattleArmorC3|F/X-X-X-F|Prototype;Hard to Pilot;Difficult to Maintain||StarCorps Industries|Terra|Unknown Unknown|Unknown Unknown|Unknown Unknown|--|Unknown Unknown|Unknown Unknown|2026-03-15 18:47:47|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Republic II/Tortoise II (C3) (Sqd4).blk|2026-06-13
9190|Tortoise II|(aSRM)(Sqd6)|XTR:RotS 2|Tortoise II (aSRM)(Sqd6)|Mixed Inner Sphere|Battlearmor|Foot Infantry|6.0|3134|-|-|3134+|-|false|Ambusher|1284|5928000|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Stealth (Improved),|IS BA Stealth (Improved),BACLERMediumPulseLaser,CLAdvancedSRM3,ISDetachableWeaponPack|F/X-X-X-F|Prototype;Hard to Pilot;Difficult to Maintain||StarCorps Industries|Terra|Unknown Unknown|Unknown Unknown|Unknown Unknown|--|Unknown Unknown|Unknown Unknown|2026-03-15 18:47:47|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Republic II/Tortoise II (aSRM) (Sqd6).blk|2026-06-13
8827|Tortoise II|(aSRM)(Sqd5)|XTR:RotS 2|Tortoise II (aSRM)(Sqd5)|Mixed Inner Sphere|Battlearmor|Foot Infantry|5.0|3134|-|-|3134+|-|false|Ambusher|998|4940000|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Stealth (Improved),|IS BA Stealth (Improved),BACLERMediumPulseLaser,CLAdvancedSRM3,ISDetachableWeaponPack|F/X-X-X-F|Prototype;Hard to Pilot;Difficult to Maintain||StarCorps Industries|Terra|Unknown Unknown|Unknown Unknown|Unknown Unknown|--|Unknown Unknown|Unknown Unknown|2026-03-15 18:47:47|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Republic II/Tortoise II (aSRM) (Sqd5).blk|2026-06-13
9196|Grenadier II Battle Armor|D(Sqd6)|XTR:RotS 3|Grenadier II Battle Armor D(Sqd6)|Mixed Inner Sphere|Battlearmor|Foot Infantry|6.0|3137|-|3137+|-|-|false|Missile Boat|535|4569000|3|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Stealth (Standard),|ISBAFireDrakeNeedler,ISBATubeArtillery,BABasicManipulator|E/X-X-X-E|Difficult to Maintain||General Motors|Talcott|Unknown Unknown|Unknown Unknown|Unknown Unknown|--|Unknown Unknown|Unknown Unknown|2026-03-15 18:47:47|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Republic III/Grenadier II BA D (Sqd6).blk|2026-06-13
8833|Grenadier II Battle Armor|D(Sqd5)|XTR:RotS 3|Grenadier II Battle Armor D(Sqd5)|Mixed Inner Sphere|Battlearmor|Foot Infantry|5.0|3137|-|3137+|-|-|false|Missile Boat|416|3807500|3|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Stealth (Standard),|ISBAFireDrakeNeedler,ISBATubeArtillery,BABasicManipulator|E/X-X-X-E|Difficult to Maintain||General Motors|Talcott|Unknown Unknown|Unknown Unknown|Unknown Unknown|--|Unknown Unknown|Unknown Unknown|2026-03-15 18:47:47|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Republic III/Grenadier II BA D (Sqd5).blk|2026-06-13
7389|Grenadier II Battle Armor|A(Sqd4)|XTR:RotS 3|Grenadier II Battle Armor A(Sqd4)|Mixed Inner Sphere|Battlearmor|Foot Infantry|4.0|3137|-|-|3137+|-|false|Ambusher|377|2365000|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Stealth (Standard),|BABasicManipulator,ISBASmallLaser,CLBASRM4|F/X-X-X-E|Difficult to Maintain||General Motors|Talcott|Unknown Unknown|Unknown Unknown|Unknown Unknown|--|Unknown Unknown|Unknown Unknown|2026-03-15 18:47:47|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Republic III/Grenadier II BA A (Sqd4).blk|2026-06-13
9193|Grenadier II Battle Armor|A(Sqd6)|XTR:RotS 3|Grenadier II Battle Armor A(Sqd6)|Mixed Inner Sphere|Battlearmor|Foot Infantry|6.0|3137|-|-|3137+|-|false|Ambusher|653|3547500|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Stealth (Standard),|BABasicManipulator,ISBASmallLaser,CLBASRM4|F/X-X-X-E|Difficult to Maintain||General Motors|Talcott|Unknown Unknown|Unknown Unknown|Unknown Unknown|--|Unknown Unknown|Unknown Unknown|2026-03-15 18:47:47|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Republic III/Grenadier II BA A (Sqd6).blk|2026-06-13
7388|Aegis Point Defense Suit|(Sqd4)|XTR:RotS 3|Aegis Point Defense Suit (Sqd4)|Inner Sphere|Battlearmor|Foot Infantry|4.0|3132|3132-3133|3134+|-|-|false|Scout|179|1920320|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Stealth (Improved),|BABasicManipulator,IS BA Stealth (Improved),BAAPMount,InfantryAssaultRifle,ISBAAPDS|E/X-X-X-E|Improved Communications||Rhodes Foundry Ltd.|Devil's Rock|Unknown Unknown|Unknown Unknown|Unknown Unknown|--|Unknown Unknown|Unknown Unknown|2026-03-13 20:44:32|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Republic III/Aegis Point Defense Suit (Sqd4).blk|2026-06-13
7392|Grenadier II Battle Armor|C(Sqd4)|XTR:RotS 3|Grenadier II Battle Armor C(Sqd4)|Mixed Inner Sphere|Battlearmor|Foot Infantry|4.0|3137|-|-|3137+|-|false|Ambusher|382|2430000|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Stealth (Standard),|CLBAFlamer,ISBAMediumLaser,BABasicManipulator|E/X-X-X-E|Difficult to Maintain||General Motors|Talcott|Unknown Unknown|Unknown Unknown|Unknown Unknown|--|Unknown Unknown|Unknown Unknown|2026-03-15 18:47:47|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Republic III/Grenadier II BA C (Sqd4).blk|2026-06-13
8832|Grenadier II Battle Armor|C(Sqd5)|XTR:RotS 3|Grenadier II Battle Armor C(Sqd5)|Mixed Inner Sphere|Battlearmor|Foot Infantry|5.0|3137|-|-|3137+|-|false|Ambusher|514|3037500|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Stealth (Standard),|CLBAFlamer,ISBAMediumLaser,BABasicManipulator|E/X-X-X-E|Difficult to Maintain||General Motors|Talcott|Unknown Unknown|Unknown Unknown|Unknown Unknown|--|Unknown Unknown|Unknown Unknown|2026-03-15 18:47:47|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Republic III/Grenadier II BA C (Sqd5).blk|2026-06-13
8830|Grenadier II Battle Armor|A(Sqd5)|XTR:RotS 3|Grenadier II Battle Armor A(Sqd5)|Mixed Inner Sphere|Battlearmor|Foot Infantry|5.0|3137|-|-|3137+|-|false|Ambusher|508|2956250|2|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Stealth (Standard),|BABasicManipulator,ISBASmallLaser,CLBASRM4|F/X-X-X-E|Difficult to Maintain||General Motors|Talcott|Unknown Unknown|Unknown Unknown|Unknown Unknown|--|Unknown Unknown|Unknown Unknown|2026-03-15 18:47:47|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Republic III/Grenadier II BA A (Sqd5).blk|2026-06-13
9192|Aegis Point Defense Suit|(Sqd6)|XTR:RotS 3|Aegis Point Defense Suit (Sqd6)|Inner Sphere|Battlearmor|Foot Infantry|6.0|3132|3132-3133|3134+|-|-|false|Scout|311|2880480|3|None|Not Applicable|None|Not Applicable|Not Applicable|IS BA Stealth (Improved),|BABasicManipulator,IS BA Stealth (Improved),BAAPMount,InfantryAssaultRifle,ISBAAPDS|E/X-X-X-E|Improved Communications||Rhodes Foundry Ltd.|Devil's Rock|Unknown Unknown|Unknown Unknown|Unknown Unknown|--|Unknown Unknown|Unknown Unknown|2026-03-13 20:44:32|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Republic III/Aegis Point Defense Suit (Sqd6).blk|2026-06-13
8831|Grenadier II Battle Armor|B(Sqd5)|XTR:RotS 3|Grenadier II Battle Armor B(Sqd5)|Mixed Inner Sphere|Battlearmor|Foot Infantry|5.0|3137|-|3137+|-|-|false|Missile Boat|499|3232500|3|None|Not Applicable|None|Not Applicable|Not Applicable|Clan BA Stealth (Standard),|BattleArmorC3,CLBALRM4,BABasicManipulator|F/X-X-X-E|Difficult to Maintain||General Motors|Talcott|Unknown Unknown|Unknown Unknown|Unknown Unknown|--|Unknown Unknown|Unknown Unknown|2026-03-15 18:47:47|yes|yes|yes|yes|--|data/mekfiles/battlearmor/XTRs/Republic III/Grenadier II BA B (Sqd5).blk|2026-06-13
