className,javaPackage,category,name,internalName,sortingName,heat,damage,rackSize,minimumRange,shortRange,mediumRange,longRange,extremeRange,waterShortRange,waterMediumRange,waterLongRange,waterExtremeRange,tonnage,criticalSlots,bv,cost,shortAV,medAV,longAV,extAV,maxRange,explosionDamage,rulesRefs,techBase,techRating,isIntroYear,clanIntroYear
InfantryLaserPistolBrightStarL12,megamek.common.weapons.infantry.laser.pistol,infantry,Laser Pistol (BrightStar L-12),,,,,,,,,,,,,,,0.0012,,0.056,1100,,,,,,,Shrapnel #9,CLAN,E,,
InfantryLaserPistolBrightStarL15,megamek.common.weapons.infantry.laser.pistol,infantry,Laser Pistol (BrightStar L-15),,,,,,,,,,,,,,,0.0014,,0.056,1750,,,,,,,Shrapnel #9,CLAN,E,,
InfantryLaserPistolBrightStarL7,megamek.common.weapons.infantry.laser.pistol,infantry,Laser Pistol (BrightStar L-7),,,,,,,,,,,,,,,0.0011,,0.021,950,,,,,,,Shrapnel #9,IS,E,,
InfantryLaserPistolDarklightIVLaserPistol,megamek.common.weapons.infantry.laser.pistol,infantry,Laser Pistol (Darklight IV),,,,,,,,,,,,,,,0.0012,,0.021,1200,,,,,,,Shrapnel #9,IS,E,,
InfantryPistolClanERLaserPistolWeapon,megamek.common.weapons.infantry.pistol,infantry,Laser Pistol (ER),,,,,,,,,,,,,,,.001,,0.61,1000,,,,,,,"273, TM",CLAN,F,,2833
InfantryPistolWhiteDwarfLaserPistolWeapon,megamek.common.weapons.infantry.pistol,infantry,Laser Pistol (Hold-Out [White Dwarf]),,,,,,,,,,,,,,,.00025,,0.02,250,,,,,,,"273, TM",IS,D,3056,
InfantryPistolHoldOutLaserPistolWeapon,megamek.common.weapons.infantry.pistol,infantry,Laser Pistol (Hold-Out),,,,,,,,,,,,,,,.00005,,0.13,100,,,,,,,"273, TM",ALL,D,2318,2318
InfantryLaserPistolKelvin000Lancer3MM,megamek.common.weapons.infantry.laser.pistol,infantry,Laser Pistol (Kelvin 000 Lancer 3-MM),,,,,,,,,,,,,,,0.0016,,0.01575,1250,,,,,,,Shrapnel #9,IS,D,,
InfantryPistolNakjimaLaserPistolWeapon,megamek.common.weapons.infantry.pistol,infantry,Laser Pistol (Nakjima),,,,,,,,,,,,,,,.001,,0.55,750,,,,,,,"273, TM",IS,D,2875,
InfantryPistolSunbeamNovaLaserPistolWeapon,megamek.common.weapons.infantry.pistol,infantry,Laser Pistol (Sunbeam Nova),,,,,,,,,,,,,,,.0015,,0.24,1250,,,,,,,"273, TM",IS,D,3050,
InfantryPistolSunbeamLaserPistolWeapon,megamek.common.weapons.infantry.pistol,infantry,Laser Pistol (Sunbeam),,,,,,,,,,,,,,,.001,,0.86,750,,,,,,,"273, TM",IS,D,3015,
InfantryLaserPistolXingShan,megamek.common.weapons.infantry.laser.pistol,infantry,Laser Pistol (Xing Shan),,,,,,,,,,,,,,,0.0014,,0.056,795,,,,,,,Shrapnel #9,IS,E,,
InfantryLaserPistolXingShanER,megamek.common.weapons.infantry.laser.pistol,infantry,Laser Pistol (Xīng Shan ER),,,,,,,,,,,,,,,0.0016,,0.21,830,,,,,,,Shrapnel #9,IS,E,,
InfantryRifleLaserWeapon,megamek.common.weapons.infantry.rifle,infantry,Laser Rifle,,,,,,,,,,,,,,,.005,,1.43,1250,,,,,,,"273, TM",ALL,D,2100,2100
InfantryRifleBlazerRifleWeapon,megamek.common.weapons.infantry.rifle,infantry,Laser Rifle (Blazer),,,,,,,,,,,,,,,.007,,1.79,2190,,,,,,,"273, TM",ALL,D,2100,2100
InfantryLaserRifleDWSL5S,megamek.common.weapons.infantry.laser.rifle,infantry,Laser Rifle (DWS L5S),,,,,,,,,,,,,,,0.0065,,0.4375,2000,,,,,,,Shrapnel #9,IS,D,,
InfantryLaserRifleDarkLightCLLight,megamek.common.weapons.infantry.laser.rifle,infantry,Laser Rifle (Darklight-CL Light),,,,,,,,,,,,,,,0.0055,,0.84,2400,,,,,,,Shrapnel #9,IS,E,,
InfantryRifleSunbeamStarfireERLaserWeapon,megamek.common.weapons.infantry.rifle,infantry,Laser Rifle (ER [Sunbeam Starfire]),,,,,,,,,,,,,,,.005,,2.01,2500,,,,,,,"273, TM",IS,E,3050,
InfantryRifleClanERLaserWeapon,megamek.common.weapons.infantry.rifle,infantry,Laser Rifle (ER),,,,,,,,,,,,,,,.005,,2.01,2000,,,,,,,"273, TM",CLAN,F,,2840
InfantryRifleEbonyAssaultLaserWeapon,megamek.common.weapons.infantry.rifle,infantry,Laser Rifle (Ebony Assault),,,,,,,,,,,,,,,.010,,1.07,8500,,,,,,,"273, TM",IS,F,3056,
InfantryRifleFederatedBarrettM61ALaserWeapon,megamek.common.weapons.infantry.rifle,infantry,Laser Rifle (Federated-Barrett M61A),InfantryFederatedBarrettM61A,,,,,,,,,,,,,,.006,,3.83,2150,,,,,,,"273, TM",IS,D,3058,
InfantryRifleFederatedBarrettM61ALaserInfernoWeapon,megamek.common.weapons.infantry.rifle,infantry,Laser Rifle (Federated-Barrett M61A) (Inferno Grenades),InfantryFederatedBarrettM61AInferno,,,,,,,,,,,,,,.006,,1.17,2150,,,,,,,"273, TM",IS,D,3058,
InfantryRifleIntekLaserWeapon,megamek.common.weapons.infantry.rifle,infantry,Laser Rifle (Intek),,,,,,,,,,,,,,,.005,,1.51,1250,,,,,,,"273, TM",IS,D,2875,
InfantryRifleMagnaLaserWeapon,megamek.common.weapons.infantry.rifle,infantry,Laser Rifle (Magna),,,,,,,,,,,,,,,.006,,1.33,1500,,,,,,,"273, TM",ALL,D,2460,2460
InfantryRifleMarxXXLaserWeapon,megamek.common.weapons.infantry.rifle,infantry,Laser Rifle (Marx XX),,,,,,,,,,,,,,,.006,,1.86,1750,,,,,,,"273, TM",ALL,D,2685,2685
InfantryRifleMauser1200LSSWeapon,megamek.common.weapons.infantry.rifle,infantry,Laser Rifle (Mauser 1200 LSS),,,,,,,,,,,,,,,.011,,5.32,10000,,,,,,,"273, TM",IS,E,3052,
InfantryRifleMauser960LaserWeapon,megamek.common.weapons.infantry.rifle,infantry,Laser Rifle (Mauser 960),,,,,,,,,,,,,,,.0108,,4.75,8000,,,,,,,"273, TM",ALL,E,2698,2698
InfantryRifleClanMauserIICIASWeapon,megamek.common.weapons.infantry.rifle,infantry,Laser Rifle (Mauser IIC IAS),,,,,,,,,,,,,,,0.0012,,9.82,18000,,,,,,,"273, TM",CLAN,F,,3013
InfantryRifleClanMauserIICIASInfernoWeapon,megamek.common.weapons.infantry.rifle,infantry,Laser Rifle (Mauser IIC IAS) (Inferno Grenades),,,,,,,,,,,,,,,0.0012,,6.45,18000,,,,,,,"273, TM",CLAN,F,,3013
InfantryRifleMaxellPL10LaserWeapon,megamek.common.weapons.infantry.rifle,infantry,Laser Rifle (Maxell PL-10),,,,,,,,,,,,,,,.0065,,1.33,2000,,,,,,,"273, TM",IS,D,3057,
InfantryLaserRifleSyrtisFirebolt12Repaired,megamek.common.weapons.infantry.laser.rifle,infantry,Laser Rifle (Syrtis Firebolt-12) (Repaired),,,,,,,,,,,,,,,0.0067,,0.196,2500,,,,,,,Shrapnel #9,IS,D,,
InfantryLaserRifleSyrtisFirebolt12Unrepaired,megamek.common.weapons.infantry.laser.rifle,infantry,Laser Rifle (Syrtis Firebolt-12) (Unrepaired),,,,,,,,,,,,,,,0.0065,,0.525,2200,,,,,,,Shrapnel #9,IS,D,,
InfantryLaserRifleWolfBaronSunraker,megamek.common.weapons.infantry.laser.rifle,infantry,Laser Rifle (Wolf-Barron Sunraker),,,,,,,,,,,,,,,0.0067,,1.225,2500,,,,,,,Shrapnel #9,IS,D,,
InfantryLaserRifleYangLie,megamek.common.weapons.infantry.laser.rifle,infantry,Laser Rifle (Yang Lie),,,,,,,,,,,,,,,0.0055,,0.525,1275,,,,,,,Shrapnel #9,IS,E,,
InfantryLaserSniperRifleDWSL5L,megamek.common.weapons.infantry.laser,infantry,Laser Sniper Rifle (DWS L5L),,,,,,,,,,,,,,,0.0075,,1.225,2500,,,,,,,Shrapnel #9,IS,D,,
InfantrySupportOneShotMRMWeapon,megamek.common.weapons.infantry.support,infantry,MRM Launcher,InfantryOneShotMRM,,,,,,,,,,,,,,.03,,2.71,2500,,,,,,,"273, TM",IS,D,3063,
InfantrySupportOneShotMRMInfernoWeapon,megamek.common.weapons.infantry.support,infantry,MRM Launcher w/Inferno,InfantryOneShotMRMInferno,,,,,,,,,,,,,,.03,,1.33,2500,,,,,,,"273, TM",IS,D,3063,
InfantrySupportMGLightWeapon,megamek.common.weapons.infantry.support.mg,infantry,Machine Gun (Light),,,,,,,,,,,,,,,.007,,1.50,400,,,,,,,"273, TM",ALL,C,1950,1950
InfantrySupportMGPortableWeapon,megamek.common.weapons.infantry.support.mg,infantry,Machine Gun (Portable),,,,1,,0,1,2,3,4,,,,,.0115,,1.99,1000,,,,,,,"273, TM",ALL,C,1950,1950
InfantrySupportMGSemiPortableWeapon,megamek.common.weapons.infantry.support.mg,infantry,Machine Gun (Semi-Portable),,,,,,,,,,,,,,,.020,,2.29,1000,,,,,,,"273, TM",ALL,C,1950,1950
InfantrySupportMGSupportWeapon,megamek.common.weapons.infantry.support.mg,infantry,Machine Gun (Support),,,,1,,0,2,4,6,8,,,,,.044,,4.80,1750,,,,,,,"273, TM",ALL,C,1950,1950
InfantrySupportMGVintageWeapon,megamek.common.weapons.infantry.support.mg,infantry,Machine Gun (Vintage),,,,,,,,,,,,,,,.011,,0.0,6000,,,,,,,"195, AToW-C",ALL,C,1950,1950
InfantryPistolSMGGHTSpec7aWeapon,megamek.common.weapons.infantry.pistol,infantry,Machine Pistol (H-T Spec-7a),,,,,,,,,,,,,,,.0012,,0.23,190,,,,,,,"176,HBHK",IS,D,,
InfantryPistolMartialEagleMachinePistolWeapon,megamek.common.weapons.infantry.pistol,infantry,Machine Pistol (Martial Eagle),,,,,,,,,,,,,,,.001,,0.23,180,,,,,,,"273, TM",IS,D,3040,
InfantrySupportMagPulseHarpoonWeapon,megamek.common.weapons.infantry.support,infantry,Mag-Pulse Harpoon Gun,,,,,,,,,,,,,,,.095,,1.47,12000,,,,,,,"176, AToW-C",IS,E,3070,
InfantrySupportMortarHeavyWeapon,megamek.common.weapons.infantry.support.mortar,infantry,Mortar (Heavy),InfantryHeavyMortar,,,,,,,,,,,,,,.220,,4.09,5000,,,,,,,"273, TM",ALL,B,1950,1950
InfantrySupportMortarHeavyInfernoWeapon,megamek.common.weapons.infantry.support.mortar,infantry,Mortar (Heavy) - Inferno,InfantryHeavyMortarInferno,,,,,,,,,,,,,,.220,,2.44,5000,,,,,,,"273, TM",ALL,B,1950,1950
InfantrySupportMortarLightWeapon,megamek.common.weapons.infantry.support.mortar,infantry,Mortar (Light),InfantryLightMortar,,,,,,,,,,,,,,.050,,1.62,1400,,,,,,,"273, TM",ALL,B,1950,1950
InfantrySupportMortarLightInfernoWeapon,megamek.common.weapons.infantry.support.mortar,infantry,Mortar (Light) - Inferno,InfantryLightMortarInferno,,,,,,,,,,,,,,.050,,0.79,1400,,,,,,,"273, TM",ALL,B,1950,1950
InfantryPistolNeedlerPistolWeapon,megamek.common.weapons.infantry.pistol,infantry,Needler Pistol,,,,,,,,,,,,,,,.0003,,0.21,50,,,,,,,"273, TM",ALL,D,1950,1950
InfantryPistolHoldOutNeedlerPistolWeapon,megamek.common.weapons.infantry.pistol,infantry,Needler Pistol (Hold-Out),,,,,,,,,,,,,,,.00005,,0.10,20,,,,,,,"273, TM",ALL,D,2510,2510
InfantryPistolMauserNeedlerPistolWeapon,megamek.common.weapons.infantry.pistol,infantry,Needler Pistol (M&G Flechette),,,,,,,,,,,,,,,.0005,,0.10,100,,,,,,,"273, TM",ALL,D,2350,2350
InfantryPistolSeaEagleNeedlerPistolWeapon,megamek.common.weapons.infantry.pistol,infantry,Needler Pistol (Sea Eagle),,,,,,,,,,,,,,,.00035,,0.10,110,,,,,,,"273, TM",IS,D,3030,
InfantryRifleNeedlerWeapon,megamek.common.weapons.infantry.rifle,infantry,Needler Rifle,,,,,,,,,,,,,,,.001,,0.21,75,,,,,,,"273, TM",ALL,D,2100,2100
InfantryRifleMGFlechetteNeedlerWeapon,megamek.common.weapons.infantry.rifle,infantry,Needler Rifle (M&G Flechette),,,,,,,,,,,,,,,.0015,,0.10,200,,,,,,,"273, TM",ALL,D,2320,2320
InfantryRifleShredderHeavyNeedlerWeapon,megamek.common.weapons.infantry.rifle,infantry,Needler Rifle (Shredder Heavy),,,,,,,,,,,,,,,.001,,0.31,150,,,,,,,"273, TM",IS,D,3051,
InfantrySupportFiredrakeNeedlerWeapon,megamek.common.weapons.infantry.support,infantry,"Needler, Support (Firedrake)",,,,,,,,,,,,,,,.025,,6.13,500,,,,,,,"273, TM",IS,D,3058,
InfantryPistolPaintGunPistolWeapon,megamek.common.weapons.infantry.pistol,infantry,Paint Gun (LGB-46R),,,,,,,,,,,,,,,.0018,,0,50,,,,,,,"273, TM",ALL,C,1950,1950
InfantrySupportSemiPortablePPCWeapon,megamek.common.weapons.infantry.support,infantry,Particle Cannon (Semi-Portable),,,,,,,,,,,,,,,.040,,3.68,7000,,,,,,,"273, TM",ALL,E,2430,2430
InfantrySupportHeavyPPCWeapon,megamek.common.weapons.infantry.support.heavy,infantry,Particle Cannon (Support),,,,,,,,,,,,,,,1.800,,11.32,45000,,,,,,,"273, TM",ALL,E,2465,2465
InfantryPistolAAGemini,megamek.common.weapons.infantry.pistol,infantry,Pistol (AA Gemini),,,,,,,,,,,,,,,0.0015,,0.28,400,,,,,,,Shrapnel #3,IS,D,,
InfantryPistolAlamo17,megamek.common.weapons.infantry.pistol,infantry,Pistol (Alamo-17),,,,,,,,,,,,,,,0.001,,0.28,250,,,,,,,Shrapnel #3,IS,C,,
InfantryPistolCamdenHR7,megamek.common.weapons.infantry.pistol,infantry,Pistol (Camden HR-7),,,,,,,,,,,,,,,0.0025,,0.44,650,,,,,,,Shrapnel #3,IS,C,,
InfantryPistolDreamelDerringer,megamek.common.weapons.infantry.pistol,infantry,Pistol (Dreamel J-4 Derringer),,,,,,,,,,,,,,,0.0002,,0.042,60,,,,,,,Shrapnel #3,IS,C,,
InfantryPistolFlamerPistolWeapon,megamek.common.weapons.infantry.pistol,infantry,Pistol (Flamer),,,,,,,,,,,,,,,.0012,,0.31,50,,,,,,,"273, TM",ALL,C,2100,2100
InfantryPistolHCKP14,megamek.common.weapons.infantry.pistol,infantry,Pistol (HCK P-14),,,,,,,,,,,,,,,0.0012,,0.056,130,,,,,,,Shrapnel #3,IS,C,,
InfantryPistolHoldOutPistolWeapon,megamek.common.weapons.infantry.pistol,infantry,Pistol (Hold-Out),,,,,,,,,,,,,,,.0002,,0.03,20,,,,,,,"273, TM",ALL,D,1950,1950
InfantryPistolLemisonCombatRevolver,megamek.common.weapons.infantry.pistol,infantry,Pistol (Lemison Combat Revolver),,,,,,,,,,,,,,,0.0016,,0.28,120,,,,,,,Shrapnel #3,IS,C,,
InfantryPistolMPH45,megamek.common.weapons.infantry.pistol,infantry,Pistol (MPH-45),,,,,,,,,,,,,,,0.001,,0.7,500,,,,,,,Shrapnel #3,IS,D,,
InfantryPistolMakeshiftPistolWeapon,megamek.common.weapons.infantry.pistol,infantry,Pistol (Makeshift),,,,,,,,,,,,,,,.001,,0.02,15,,,,,,,"273, TM",ALL,B,1950,1950
InfantryPistolMomoDeBaoyingSpecial,megamek.common.weapons.infantry.pistol,infantry,Pistol (Momo De Baoying (Special)),,,,,,,,,,,,,,,0.0011,,1.05,275,,,,,,,Shrapnel #3,IS,D,,
InfantryPistolMomoDeBaoyingStandard,megamek.common.weapons.infantry.pistol,infantry,Pistol (Momo De Baoying (Standard)),,,,,,,,,,,,,,,0.0011,,.42,275,,,,,,,Shrapnel #3,IS,D,,
InfantryPistolNambu380,megamek.common.weapons.infantry.pistol,infantry,Pistol (Nambu 380),,,,,,,,,,,,,,,0.00095,,0.21,350,,,,,,,Shrapnel #3,IS,C,,
InfantryPistolNambu480,megamek.common.weapons.infantry.pistol,infantry,Pistol (Nambu 480),,,,,,,,,,,,,,,0.0008,,0.21,350,,,,,,,Shrapnel #3,IS,C,,
InfantryPistolRFWGalahad,megamek.common.weapons.infantry.pistol,infantry,Pistol (RFW Galahad),,,,,,,,,,,,,,,0.0021,,0.315,200,,,,,,,Shrapnel #3,IS,D,,
InfantryPistolSerrek7994SF,megamek.common.weapons.infantry.pistol,infantry,Pistol (Serrek 7994 SF),,,,,,,,,,,,,,,0.0011,,.202,400,,,,,,,Shrapnel #3,IS,C,,
InfantryPistolSerrek7994,megamek.common.weapons.infantry.pistol,infantry,Pistol (Serrek 7994),,,,,,,,,,,,,,,0.0009,,0.202,300,,,,,,,Shrapnel #3,IS,C,,
InfantryPistolSpitballGasPistolWeapon,megamek.common.weapons.infantry.pistol,infantry,Pistol (Spitball Gas Weapon),,,,,,,,,,,,,,,.001,,0,6,,,,,,,"273, TM",IS,C,3056,
InfantryPistolSternsnachtPistolWeapon,megamek.common.weapons.infantry.pistol,infantry,Pistol (Sternsnacht Heavy [Claymore]),,,,,,,,,,,,,,,.0025,,0.08,200,,,,,,,"273, TM",IS,C,2882,
InfantryPistolSturmEagleMK4M,megamek.common.weapons.infantry.pistol,infantry,Pistol (Sturm Eagle Mk4M),,,,,,,,,,,,,,,0.0012,,.28,120,,,,,,,Shrapnel #3,IS,C,,
InfantryPistolSturmEagleMK4P,megamek.common.weapons.infantry.pistol,infantry,Pistol (Sturm Eagle Mk4P),,,,,,,,,,,,,,,0.0013,,.28,145,,,,,,,Shrapnel #3,IS,C,,
InfantryPistolTKEnforcerAutoPistolWeapon,megamek.common.weapons.infantry.pistol,infantry,Pistol (TK Enforcer Semi-Auto),,,,,,,,,,,,,,,.0016,,0.18,110,,,,,,,"273, TM",IS,C,3055,
InfantryPistolType74DPistol,megamek.common.weapons.infantry.pistol,infantry,Pistol (Type 74D Pistol),,,,,,,,,,,,,,,0.0007,,.28,140,,,,,,,Shrapnel #3,IS,D,,
InfantryPistolType74PPistol,megamek.common.weapons.infantry.pistol,infantry,Pistol (Type 74P Pistol),,,,,,,,,,,,,,,0.0008,,.28,150,,,,,,,Shrapnel #3,IS,D,,
InfantryPistolWhisper4Standard,megamek.common.weapons.infantry.pistol,infantry,Pistol (Whisper-4 (Standard Rounds)),,,,,,,,,,,,,,,0.0012,,.42,650,,,,,,,Shrapnel #3,IS,D,,
InfantryPistolWhisper4Subsonic,megamek.common.weapons.infantry.pistol,infantry,Pistol (Whisper-4 (Sub-Sonic)),,,,,,,,,,,,,,,0.0012,,.0945,650,,,,,,,Shrapnel #3,IS,D,,
InfantryPistolWolfM30,megamek.common.weapons.infantry.pistol,infantry,Pistol (Wolf M30),,,,,,,,,,,,,,,0.00095,,.35,250,,,,,,,Shrapnel #3,IS,C,,
InfantryPistolYaNjingshe,megamek.common.weapons.infantry.pistol,infantry,Pistol (Ya Njingshe),,,,,,,,,,,,,,,0.001,,.35,300,,,,,,,Shrapnel #3,IS,D,,
InfantrySupportPortablePlasmaWeapon,megamek.common.weapons.infantry.support,infantry,Plasma Rifle (Man-Portable),,,,,,,,,,,,,,,.030,,8.08,7500,,,,,,,"273, TM",IS,E,3063,
InfantryProstheticBallisticWeapon,megamek.common.weapons.infantry.prosthetic,infantry,Prosthetic Ballistic,,,,,,,,,,,,,,,,,0.0,500,,,,,,,"78, IO:AE",ALL,E,,
InfantryProstheticBladeWeapon,megamek.common.weapons.infantry.prosthetic,infantry,Prosthetic Blade,,,,,,,,,,,,,,,,,0.0,400,,,,,,,"78, IO:AE",ALL,E,,
InfantryProstheticClimbingClawsWeapon,megamek.common.weapons.infantry.prosthetic,infantry,Prosthetic Climbing Claws,,,,,,,,,,,,,,,,,0.02,1000,,,,,,,"78, IO:AE",ALL,E,,
InfantryProstheticDartGunWeapon,megamek.common.weapons.infantry.prosthetic,infantry,Prosthetic Dart Gun,,,,,,,,,,,,,,,,,0.0,750,,,,,,,"78, IO:AE",ALL,E,,
InfantryProstheticLaserWeapon,megamek.common.weapons.infantry.prosthetic,infantry,Prosthetic Laser,,,,,,,,,,,,,,,,,0.0,1000,,,,,,,"78, IO:AE",ALL,E,,
InfantryProstheticNeedleWeapon,megamek.common.weapons.infantry.prosthetic,infantry,Prosthetic Needle,,,,,,,,,,,,,,,,,0.0,500,,,,,,,"78, IO:AE",ALL,E,,
InfantryProstheticNeedlerWeapon,megamek.common.weapons.infantry.prosthetic,infantry,Prosthetic Needler,,,,,,,,,,,,,,,,,0.0,650,,,,,,,"78, IO:AE",ALL,E,2510,2510
InfantryProstheticRumalGarroteWeapon,megamek.common.weapons.infantry.prosthetic,infantry,Prosthetic Rumal/Garrote,,,,,,,,,,,,,,,,,0.0,500,,,,,,,"84, IO",ALL,E,,
InfantryProstheticSMGWeapon,megamek.common.weapons.infantry.prosthetic,infantry,Prosthetic SMG,,,,,,,,,,,,,,,,,0.0,600,,,,,,,"78, IO:AE",ALL,E,,
InfantryProstheticShockerWeapon,megamek.common.weapons.infantry.prosthetic,infantry,Prosthetic Shocker,,,,,,,,,,,,,,,,,0.0,650,,,,,,,"78, IO:AE",ALL,E,,
InfantryProstheticShotgunWeapon,megamek.common.weapons.infantry.prosthetic,infantry,Prosthetic Shotgun,,,,,,,,,,,,,,,,,0.0,600,,,,,,,"78, IO:AE",ALL,E,,
InfantryProstheticSonicStunnerWeapon,megamek.common.weapons.infantry.prosthetic,infantry,Prosthetic Sonic Stunner,,,,,,,,,,,,,,,,,0.0,800,,,,,,,"78, IO:AE",ALL,E,2365,2365
InfantryProstheticVibroBladeWeapon,megamek.common.weapons.infantry.prosthetic,infantry,Prosthetic Vibro Blade,,,,,,,,,,,,,,,,,0.0,1000,,,,,,,"78, IO:AE",ALL,E,2398,2398
InfantrySupportDragonsbaneDisposablePulseLaserWeapon,megamek.common.weapons.infantry.support.laser,infantry,Pulse Laser (Dragonsbane Disposable),,,,,,,,,,,,,,,.007,,5.08,5000,,,,,,,"273, TM",IS,E,3054,
InfantryPistolISPulseLaserPistolWeapon,megamek.common.weapons.infantry.pistol,infantry,Pulse Laser Pistol (IS),,,,,,,,,,,,,,,.001,,0.13,1000,,,,,,,"273, TM",ALL,D,,
InfantryPulseLaserPistolMedusaIII,megamek.common.weapons.infantry.pulseLaser,infantry,Pulse Laser Pistol (Medusa III),,,,,,,,,,,,,,,0.0011,,0.0315,950,,,,,,,Shrapnel #9,IS,D,,
InfantryPulseLaserPistolMedusaIV,megamek.common.weapons.infantry.pulseLaser,infantry,Pulse Laser Pistol (Medusa IV),,,,,,,,,,,,,,,0.0001,,0.063,1500,,,,,,,Shrapnel #9,IS,E,,
InfantryPulseLaserPistolNWW12,megamek.common.weapons.infantry.pulseLaser,infantry,Pulse Laser Pistol (NWW-12),,,,,,,,,,,,,,,0.0009,,0.054,850,,,,,,,Shrapnel #9,IS,C,,
InfantryPulseLaserPistolRDISunSwarmPulsar,megamek.common.weapons.infantry.pulseLaser,infantry,Pulse Laser Pistol (RDI SunSwarm Pulsar),,,,,,,,,,,,,,,0.0001,,0.054,1050,,,,,,,Shrapnel #9,IS,C,,
InfantryPistolClanPulseLaserPistolWeapon,megamek.common.weapons.infantry.pistol,infantry,Pulse Laser Pistol [Clan],,,,,,,,,,,,,,,.001,,0.61,1500,,,,,,,"273, TM",CLAN,F,,2835
InfantryPulseLaserRifleDWSL5C,megamek.common.weapons.infantry.pulseLaser,infantry,Pulse Laser Rifle (DWS L5C),,,,,,,,,,,,,,,0.0055,,0.252,1800,,,,,,,Shrapnel #9,IS,C,,
InfantryPulseLaserRifleGaul,megamek.common.weapons.infantry.pulseLaser,infantry,Pulse Laser Rifle (Gaul),,,,,,,,,,,,,,,0.0075,,0.252,2200,,,,,,,Shrapnel #9,IS,D,,
InfantryRiflePulseLaserWeapon,megamek.common.weapons.infantry.rifle,infantry,Pulse Laser Rifle (Inner Sphere),,,,,,,,,,,,,,,.005,,0.76,1000,,,,,,,"273, TM",ALL,D,2678,2678
InfantryPulseLaserRifleTirbuni,megamek.common.weapons.infantry.pulseLaser,infantry,Pulse Laser Rifle (Tirbuni),,,,,,,,,,,,,,,0.0074,,0.9,1900,,,,,,,Shrapnel #9,IS,D,,
InfantryRifleClanPulseLaserWeapon,megamek.common.weapons.infantry.rifle,infantry,Pulse Laser Rifle [Clan],,,,,,,,,,,,,,,.005,,1.69,3000,,,,,,,"273, TM",CLAN,F,,2833
InfantrySupportRecoillessRifleHeavyWeapon,megamek.common.weapons.infantry.support.recoillessRifle,infantry,Recoilless Rifle (Heavy),InfantryHRR,,,,,,,,,,,,,,.060,,2.91,3000,,,,,,,"273, TM",ALL,C,1950,1950
InfantrySupportRecoillessRifleHeavyInfernoWeapon,megamek.common.weapons.infantry.support.recoillessRifle,infantry,Recoilless Rifle (Heavy) - Inferno,InfantryHRRInferno,,,,,,,,,,,,,,.060,,1.74,3000,,,,,,,"273, TM",ALL,C,1950,1950
InfantrySupportRecoillessRifleLightWeapon,megamek.common.weapons.infantry.support.recoillessRifle,infantry,Recoilless Rifle (Light),InfantryLRR,,,,,,,,,,,,,,.008,,2.45,300,,,,,,,"273, TM",ALL,C,1950,1950
InfantrySupportRecoillessRifleLightInfernoWeapon,megamek.common.weapons.infantry.support.recoillessRifle,infantry,Recoilless Rifle (Light) - Inferno,InfantryLRRInferno,,,,,,,,,,,,,,.008,,0.97,300,,,,,,,"273, TM",ALL,C,1950,1950
InfantrySupportRecoillessRifleMediumWeapon,megamek.common.weapons.infantry.support.recoillessRifle,infantry,Recoilless Rifle (Medium),InfantryMRR,,,,,,,,,,,,,,.032,,2.71,2000,,,,,,,"273, TM",ALL,C,1950,1950
InfantrySupportRecoillessRifleMediumInfernoWeapon,megamek.common.weapons.infantry.support.recoillessRifle,infantry,Recoilless Rifle (Medium) - Inferno,InfantryMRRInferno,,,,,,,,,,,,,,.032,,1.33,2000,,,,,,,"273, TM",ALL,C,1950,1950
InfantryPistolRevolverWeapon,megamek.common.weapons.infantry.pistol,infantry,Revolver,,,,,,,,,,,,,,,.0005,,0.16,60,,,,,,,"273, TM",ALL,B,1950,1950
InfantryPistolMagnumRevolverWeapon,megamek.common.weapons.infantry.pistol,infantry,Revolver (Magnum),,,,,,,,,,,,,,,.0005,,0.17,60,,,,,,,"273, TM",ALL,C,1950,1950
InfantryRifleBoltActionWeapon,megamek.common.weapons.infantry.rifle,infantry,Rifle (Bolt-Action),,,,,,,,,,,,,,,.003,,0.43,60,,,,,,,"273, TM",ALL,B,1950,1950
InfantryRifleFederatedLongWeapon,megamek.common.weapons.infantry.rifle,infantry,Rifle (Federated Long),,,,,,,,,,,,,,,.005,,1.07,120,,,,,,,"273, TM",IS,C,2860,
InfantryRifleFederatedBarrettM42BWeapon,megamek.common.weapons.infantry.rifle,infantry,Rifle (Federated-Barrett M42B),InfantryFederatedBarrettM42B,,,,,,,,,,,,,,.006,,3.12,1385,,,,,,,"273, TM",IS,C,3060,
InfantryRifleFederatedBarrettM42BInfernoWeapon,megamek.common.weapons.infantry.rifle,infantry,Rifle (Federated-Barrett M42B) (Inferno Grenades),InfantryFederatedBarrettM42BInferno,,,,,,,,,,,,,,.006,,2.3,1385,,,,,,,"273, TM",IS,C,3060,
InfantryRifleImperatorAX22AssaultWeapon,megamek.common.weapons.infantry.rifle,infantry,Rifle (Imperator AX-22 Assault),,,,,,,,,,,,,,,.0035,,1.59,200,,,,,,,"273, TM",IS,C,3052,
InfantryRifleMauserG150Weapon,megamek.common.weapons.infantry.rifle,infantry,Rifle (M&G G-150),,,,,,,,,,,,,,,.0035,,1.64,270,,,,,,,"273, TM",IS,C,3058,
